overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,monthly active editors,monthly active administrators,majority mobile editors,monthly new active editors,second month new editor retention,monthly nonbot edits,bot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,monthly structured discussions messages,content pages,cumulative content edits,edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
260,70895.9167,0.8636,207985.6667,0.8129,0.0000,6076.7929,11.6667,4.5000,0.5833,0.2169,0.3333,0.0000,392.5833,0.0006,0.0754,0.0096,0.1246,0.0250,0.8934,0.0000,20099,100452,4.9979,left-to-right,mlwikisource,wikisource,ml,Malayalam,ml.wikisource.org,Malayalam Wikisource
261,69495.1667,0.5178,289048.6667,0.2919,0.0007,3460.3402,20.0833,4.5833,2.0833,0.1857,0.4167,0.0000,318.3333,0.0091,0.1874,0.0966,0.0963,0.0416,0.9041,0.0000,4637,29684,6.4016,left-to-right,gnwiki,wikipedia,gn,Guarani,gn.wikipedia.org,Guarani Wikipedia
262,67360.0833,0.5381,321648.0000,0.5733,0.0000,5020.6273,13.4167,4.6667,1.5833,0.0455,0.0833,0.0000,515.2500,0.0015,0.0167,0.0008,0.0252,0.0218,0.9124,0.0000,14898,79234,5.3184,left-to-right,elwikisource,wikisource,el,Greek,el.wikisource.org,Greek Wikisource
263,62803.0000,0.3317,131751.0000,0.2566,0.0000,2833.2180,22.1667,4.9167,3.6667,0.1575,0.5000,0.0000,303.5833,0.0280,0.0472,0.0137,0.0631,0.0340,0.8769,0.0000,11261,110627,9.8239,left-to-right,itwikinews,wikinews,it,Italian,it.wikinews.org,Italian Wikinews
264,21247.7500,0.0885,136043.3333,0.0342,0.0014,754.3580,28.1667,14.5000,0.9167,0.0472,0.3333,0.0000,1822.6667,0.0000,0.0011,0.0010,0.0016,0.0012,0.9207,0.0000,19164,67009,3.4966,left-to-right,avkwiki,wikipedia,avk,Kotava,avk.wikipedia.org,Kotava Wikipedia
265,41535.4167,0.1732,274870.1667,0.0663,0.0007,1592.4121,26.0833,7.3333,2.4167,0.0519,0.3333,0.3333,3316.1667,0.0016,0.1212,0.1847,0.0061,0.0230,0.9658,0.0000,10856,74428,6.8559,left-to-right,lijwiki,wikipedia,lij,Ligurian,lij.wikipedia.org,Ligurian Wikipedia
266,42173.0000,0.2287,164264.2500,0.2142,0.0140,1349.5360,31.2500,7.1667,2.1667,0.3319,0.3333,0.0588,1679.5000,0.1096,0.3602,0.1193,0.0358,0.0155,0.9615,0.0000,14883,128394,8.6269,right-to-left,sdwiki,wikipedia,sd,Sindhi,sd.wikipedia.org,Sindhi Wikipedia
267,42276.1667,0.1211,306270.9167,0.0419,0.0007,1518.9042,27.8333,6.9167,1.9167,0.0829,0.1667,0.0000,3237.6667,0.0141,0.0039,0.0054,0.0076,0.0322,0.9795,0.0000,127136,166832,1.3122,left-to-right,vowiki,wikipedia,vo,Volapük,vo.wikipedia.org,Volapük Wikipedia
268,56561.1667,0.4003,127977.9167,0.2927,0.0000,1890.6240,29.9167,5.1667,3.7500,0.0444,0.6667,0.0000,645.0833,0.5324,0.0057,0.0006,0.0164,0.0141,0.9466,0.0000,11184,59355,5.3071,left-to-right,cswikiquote,wikiquote,cs,Czech,cs.wikiquote.org,Czech Wikiquote
269,32474.2500,0.2194,119538.6667,0.1841,0.0000,1504.5985,21.5833,8.9167,1.0000,0.0156,1.0000,0.6667,2402.4167,0.0757,0.0011,0.0003,0.0039,0.0053,0.9480,0.0000,13900,120273,8.6527,left-to-right,lawikisource,wikisource,la,Latin,la.wikisource.org,Latin Wikisource
270,33077.1667,0.4426,109985.5000,0.2571,0.0074,906.2237,36.5000,8.7500,2.3333,0.3275,1.0833,0.0455,2273.7500,0.7370,0.1883,0.1544,0.0160,0.0194,0.9678,0.0000,4875,40880,8.3856,right-to-left,arywiki,wikipedia,ary,Moroccan Arabic,ary.wikipedia.org,Moroccan Arabic Wikipedia
271,57531.2500,0.1995,322289.8333,0.0840,0.0017,1770.1923,32.5000,5.0000,3.3333,0.0857,0.5000,0.0000,367.5000,0.0045,0.1034,0.0841,0.6113,0.0524,0.9002,0.0000,13685,115106,8.4111,left-to-right,fowiki,wikipedia,fo,Faroese,fo.wikipedia.org,Faroese Wikipedia
272,265234.5000,0.8093,615647.3333,0.6319,0.0000,28417.9821,9.3333,1.0833,1.6667,0.1154,0.1667,0.0000,599.0000,0.0000,0.0332,0.0043,0.0659,0.0284,0.9685,0.0000,223263,175705,0.7870,left-to-right,srwiktionary,wiktionary,sr,Serbian,sr.wiktionary.org,Serbian Wiktionary
273,41098.5000,0.3753,141858.0833,0.2914,0.0017,1671.8034,24.5833,6.9167,1.8333,0.0843,1.2500,0.2857,577.4167,0.0256,0.0398,0.7144,0.0811,0.0286,0.8987,0.0000,2891,21805,7.5424,left-to-right,rwwiki,wikipedia,rw,Kinyarwanda,rw.wikipedia.org,Kinyarwanda Wikipedia
274,56993.8333,0.1754,430675.2500,0.0477,0.0012,2072.5030,27.5000,4.9167,2.8333,0.0955,0.5833,0.0000,746.2500,0.1142,0.0440,0.0492,0.1265,0.0322,0.9470,0.0000,40103,248956,6.2079,left-to-right,diqwiki,wikipedia,diq,Zazaki,diq.wikipedia.org,Zazaki Wikipedia
275,55553.0833,0.3112,200114.0833,0.1663,0.0009,2432.9818,22.8333,5.0000,0.9167,0.1235,0.0000,0.0000,2159.4167,0.0418,0.8602,0.0443,0.0280,0.0093,0.9799,0.0000,19081,96772,5.0716,left-to-right,xmfwiki,wikipedia,xmf,Mingrelian,xmf.wikipedia.org,Mingrelian Wikipedia
276,49005.1667,0.1351,456341.0000,0.0374,0.0006,1670.6307,29.3333,5.5833,1.6667,0.0849,0.4167,0.0000,428.7500,0.0066,0.0772,0.0243,0.0894,0.0249,0.9031,0.0000,22952,158048,6.8860,left-to-right,quwiki,wikipedia,qu,Quechua,qu.wikipedia.org,Quechua Wikipedia
277,33100.1667,0.1940,65703.3333,0.2014,0.0000,957.1133,34.5833,8.2500,3.8333,0.1404,0.5833,0.3780,574.8333,0.0013,0.0144,0.0389,0.0139,0.0251,0.8994,0.0000,4310,72094,16.7271,left-to-right,cswikiversity,wikiversity,cs,Czech,cs.wikiversity.org,Czech Wikiversity
278,67120.6667,0.2056,223542.7500,0.1716,0.0000,3109.8378,21.5833,4.0000,3.0000,0.1000,0.1667,0.0000,199.0000,0.2598,0.0184,0.0004,0.0306,0.0293,0.8504,0.0000,13763,228849,16.6278,left-to-right,dewikinews,wikinews,de,German,de.wikinews.org,German Wikinews
279,65626.8333,0.4210,220339.1667,0.1876,0.0025,3469.2599,18.9167,4.0833,0.7500,0.1259,0.4167,0.0000,379.4167,0.0991,0.0545,0.0494,0.0639,0.0633,0.9301,0.0000,8256,45549,5.5171,left-to-right,ruewiki,wikipedia,rue,Rusyn,rue.wikipedia.org,Rusyn Wikipedia
280,40697.9167,0.0910,376951.7500,0.0339,0.0012,1535.7704,26.5000,6.5833,1.9167,0.0939,0.5833,0.0000,416.9167,0.0073,0.0684,0.0386,0.0985,0.0198,0.9106,0.0000,15634,176552,11.2928,left-to-right,gdwiki,wikipedia,gd,Scottish Gaelic,gd.wikipedia.org,Scottish Gaelic Wikipedia
281,188244.9167,0.7230,305325.0000,0.7063,0.0000,17376.4538,10.8333,1.4167,1.0000,0.1739,0.0833,0.0000,131.0000,0.0025,0.0617,0.0229,0.0738,0.0744,0.8566,0.0000,1176,24046,20.4473,left-to-right,thwikibooks,wikibooks,th,Thai,th.wikibooks.org,Thai Wikibooks
282,117973.0833,0.4640,305547.3333,0.3675,0.0000,11896.4454,9.9167,2.2500,1.4167,0.0000,0.2500,0.0000,1860.9167,0.0000,0.0038,0.0002,0.1407,0.0313,0.9720,0.0000,618730,223383,0.3610,left-to-right,ltwiktionary,wiktionary,lt,Lithuanian,lt.wiktionary.org,Lithuanian Wiktionary
283,157097.5833,0.8955,305577.4167,0.8311,0.0000,9618.2194,16.3333,1.6667,2.2500,0.2478,0.3333,0.0000,295.0000,0.0000,0.1037,0.0107,0.0966,0.0785,0.9038,0.0000,183412,52408,0.2857,left-to-right,hiwiktionary,wiktionary,hi,Hindi,hi.wiktionary.org,Hindi Wiktionary
284,47125.0000,0.2050,220902.6667,0.0803,0.0021,2048.9130,23.0000,5.5000,2.0833,0.0690,0.1667,0.0000,391.0833,0.1804,0.0441,0.4447,0.0814,0.0156,0.9180,0.0000,7230,64166,8.8750,left-to-right,scwiki,wikipedia,sc,Sardinian,sc.wikipedia.org,Sardinian Wikipedia
285,27295.0833,0.3889,133466.5833,0.1380,0.0015,989.5498,27.5833,9.3333,2.3333,0.1124,0.7500,0.1000,926.0833,0.0476,0.0244,0.7138,0.0192,0.0138,0.9334,0.0000,9151,141984,15.5157,left-to-right,hywwiki,wikipedia,hyw,Western Armenian,hyw.wikipedia.org,Western Armenian Wikipedia
286,87646.0833,0.7848,156234.8333,0.6586,0.0000,3651.9201,24.0000,2.8333,5.0833,0.3000,0.5833,0.0000,109.5000,0.0008,0.1530,0.1104,0.1766,0.0518,0.7693,0.0000,1664,16637,9.9982,left-to-right,idwikiquote,wikiquote,id,Indonesian,id.wikiquote.org,Indonesian Wikiquote
287,85349.2500,0.3240,463981.5000,0.0952,0.0003,4655.4136,18.3333,2.8333,1.5833,0.1000,0.1667,0.0000,1072.5833,0.3414,0.0193,0.0053,0.0137,0.0098,0.9756,0.0000,15349,118595,7.7266,left-to-right,ilowiki,wikipedia,ilo,Iloko,ilo.wikipedia.org,Iloko Wikipedia
288,92153.9167,0.8024,214872.5833,0.7031,0.0000,6955.0126,13.2500,2.5833,1.3333,0.3269,0.0833,0.0000,197.4167,0.9463,0.2537,0.0671,0.3035,0.1743,0.9074,0.0000,116914,62240,0.5324,left-to-right,uzwiktionary,wiktionary,uz,Uzbek,uz.wiktionary.org,Uzbek Wiktionary
289,48808.9167,0.8855,241578.0000,0.8317,0.0000,3754.5321,13.0000,4.8333,1.0833,0.0986,0.0000,0.0000,1266.2500,0.0000,0.0036,0.0006,0.0050,0.0051,0.9453,0.0000,38894,126036,3.2405,left-to-right,guwikisource,wikisource,gu,Gujarati,gu.wikisource.org,Gujarati Wikisource
290,31310.3333,0.1789,162196.5833,0.0781,0.0020,1219.8831,25.6667,7.2500,1.5833,0.0571,0.9167,0.2727,1131.5000,0.0035,0.0184,0.0407,0.0282,0.0200,0.9414,0.0000,14695,42636,2.9014,left-to-right,crhwiki,wikipedia,crh,Crimean Tatar,crh.wikipedia.org,Crimean Tatar Wikipedia
291,54600.2500,0.8469,101949.2500,0.7470,0.0000,2861.1485,19.0833,4.0833,2.2500,0.3846,0.4167,0.0769,3164.2500,0.2658,0.0947,0.0037,0.0044,0.0106,0.9552,0.0000,34486,50754,1.4717,left-to-right,bnwiktionary,wiktionary,bn,Bangla,bn.wiktionary.org,Bengali Wiktionary
292,80766.4167,0.7591,157607.1667,0.6689,0.0000,2991.3488,27.0000,2.7500,2.4167,0.2081,0.4167,0.0000,345.5000,0.9315,0.5907,0.0393,0.0953,0.0779,0.8945,0.0000,66939,171372,2.5601,right-to-left,arwiktionary,wiktionary,ar,Arabic,ar.wiktionary.org,Arabic Wiktionary
293,31649.1667,0.1191,266203.0833,0.0390,0.0005,1449.5802,21.8333,7.0000,1.9167,0.0567,0.8333,0.4286,753.9167,0.0054,0.0303,0.0662,0.0914,0.0126,0.9312,0.0000,5193,38928,7.4962,left-to-right,kwwiki,wikipedia,kw,Cornish,kw.wikipedia.org,Cornish Wikipedia
294,44210.1667,0.1099,321666.0000,0.0401,0.0006,1652.7165,26.7500,5.0000,1.9167,0.0615,0.4167,0.0000,278.2500,0.2042,0.0797,0.0186,0.1378,0.0201,0.8776,0.0000,65895,133402,2.0245,left-to-right,pmswiki,wikipedia,pms,Piedmontese,pms.wikipedia.org,Piedmontese Wikipedia
295,43856.5833,0.1529,351015.1667,0.0487,0.0006,1963.7276,22.3333,5.0000,2.5000,0.0788,0.2500,0.0000,945.8333,0.0471,0.0080,0.0893,0.0130,0.0124,0.9573,14.9167,11353,163052,14.3620,left-to-right,wawiki,wikipedia,wa,Walloon,wa.wikipedia.org,Walloon Wikipedia
296,68379.9167,0.6586,127643.5833,0.4675,0.0000,3295.4177,20.7500,3.1667,4.2500,0.1392,1.3333,0.2105,173.8333,0.3516,0.0872,0.0211,0.2656,0.1035,0.7973,0.0000,1137,43596,38.3430,left-to-right,jawikinews,wikinews,ja,Japanese,ja.wikinews.org,Japanese Wikinews
297,45386.1667,0.1505,229688.8333,0.0645,0.0011,1728.9968,26.2500,4.5833,1.5000,0.1148,0.3333,0.0000,341.4167,0.0015,0.0639,0.0474,0.0610,0.0320,0.9105,0.0000,13800,112861,8.1783,left-to-right,hsbwiki,wikipedia,hsb,Upper Sorbian,hsb.wikipedia.org,Upper Sorbian Wikipedia
298,31833.5000,0.3993,80386.1667,0.2873,0.0000,1446.9773,22.0000,6.5000,3.6667,0.0621,0.1667,0.0000,1086.2500,0.0000,0.0046,0.0012,0.0128,0.0088,0.9518,0.0000,9717,87723,9.0278,left-to-right,nlwikisource,wikisource,nl,Dutch,nl.wikisource.org,Dutch Wikisource
299,55507.2500,0.6011,134809.6667,0.5397,0.0000,2822.4025,19.6667,3.6667,3.7500,0.2600,0.2500,0.0000,2462.0833,0.1620,0.4516,0.0010,0.0057,0.0150,0.9764,21.1667,13209,77850,5.8937,left-to-right,viwikisource,wikisource,vi,Vietnamese,vi.wikisource.org,Vietnamese Wikisource
300,57933.2500,0.7089,136711.9167,0.5922,0.0000,3927.6780,14.7500,3.5000,1.2500,0.2766,0.7500,0.0000,676.0833,0.0002,0.0820,0.0206,0.0635,0.0229,0.9391,0.0000,10338,44078,4.2637,left-to-right,mswiktionary,wiktionary,ms,Malay,ms.wiktionary.org,Malay Wiktionary
301,45314.7500,0.4683,124372.5833,0.2756,0.0023,1469.6676,30.8333,4.4167,2.4167,0.1602,0.5000,0.0000,627.4167,0.0016,0.0604,0.0205,0.0648,0.0206,0.9254,0.0000,13704,66582,4.8586,left-to-right,maiwiki,wikipedia,mai,Maithili,mai.wikipedia.org,Maithili Wikipedia
302,53896.3333,0.8740,305137.1667,0.9115,0.0000,4017.1180,13.4167,3.6667,2.3333,0.3118,0.4167,0.1250,243.0833,0.0000,0.7868,0.0655,0.2749,0.1296,0.9098,0.0000,264221,352743,1.3350,left-to-right,knwiktionary,wiktionary,kn,Kannada,kn.wiktionary.org,Kannada Wiktionary
303,38955.5000,0.3411,76957.0833,0.2947,0.0000,2540.5761,15.3333,4.9167,2.1667,0.0921,0.3333,0.0000,178.8333,0.0019,0.0480,0.0596,0.1095,0.0559,0.8421,0.0000,1139,28015,24.5961,left-to-right,cswikibooks,wikibooks,cs,Czech,cs.wikibooks.org,Czech Wikibooks
304,49164.5000,0.2918,253269.0000,0.1029,0.0018,2341.1667,21.0000,3.8333,2.3333,0.0340,0.5000,0.0000,606.5000,0.0027,0.0077,0.0339,0.0548,0.0304,0.9478,0.0000,12975,75341,5.8066,left-to-right,emlwiki,wikipedia,eml,Emiliano-Romagnolo,eml.wikipedia.org,Emiliano-Romagnolo Wikipedia
305,41813.5000,0.3109,163543.9167,0.3023,0.0234,520.5000,80.3333,4.5000,1.2500,0.2821,0.5833,0.0306,549.7500,0.0038,0.1238,0.1248,0.0611,0.0238,0.8272,0.0000,11625,202627,17.4303,left-to-right,sawiki,wikipedia,sa,Sanskrit,sa.wikipedia.org,Sanskrit Wikipedia
306,49078.1667,0.1440,354037.0833,0.0450,0.0006,2664.8778,18.4167,3.8333,1.5000,0.0465,0.0000,0.0000,1675.6667,0.0286,0.0049,0.0020,0.0040,0.0052,0.9734,0.0000,14758,130429,8.8379,left-to-right,frrwiki,wikipedia,frr,Northern Frisian,frr.wikipedia.org,Northern Frisian Wikipedia
307,30679.9167,0.7293,77764.8333,0.5492,0.0023,1540.4142,19.9167,5.9167,0.5833,0.0625,0.3333,0.2500,569.7500,0.0675,0.1201,0.0121,0.0177,0.0546,0.9059,0.0000,1577,36854,23.3697,left-to-right,tcywiki,wikipedia,tcy,Tulu,tcy.wikipedia.org,Tulu Wikipedia
308,56941.3333,0.2993,367824.6667,0.0971,0.0017,2755.2258,20.6667,3.1667,2.0000,0.1062,0.1667,0.0000,169.4167,0.0150,0.0984,0.0698,0.3168,0.1515,0.8709,0.0000,14697,142263,9.6797,left-to-right,napwiki,wikipedia,nap,Neapolitan,nap.wikipedia.org,Neapolitan Wikipedia
309,46418.0000,0.3848,235345.2500,0.2242,0.0033,1796.8258,25.8333,3.8333,3.0833,0.1600,0.6667,0.0000,1743.1667,0.1466,0.1518,0.0584,0.0177,0.0104,0.9728,0.0000,10493,32001,3.0497,left-to-right,zuwiki,wikipedia,zu,Zulu,zu.wikipedia.org,Zulu Wikipedia
310,56029.9167,0.4818,321066.6667,0.2030,0.0016,3465.7680,16.1667,3.1667,2.0000,0.2576,0.5833,0.0000,625.6667,0.0134,0.0309,0.2440,0.0388,0.0107,0.9586,0.0000,7492,62055,8.2828,left-to-right,snwiki,wikipedia,sn,Shona,sn.wikipedia.org,Shona Wikipedia
311,28680.4167,0.2161,110069.4167,0.1110,0.0000,2137.6708,13.4167,6.1667,1.1667,0.0143,1.5000,0.0000,2544.0000,0.0012,0.0005,0.0001,0.0031,0.0022,0.9559,0.0000,9007,61183,6.7928,left-to-right,etwikiquote,wikiquote,et,Estonian,et.wikiquote.org,Estonian Wikiquote
312,64265.0833,0.4641,142054.5833,0.3048,0.0008,4168.5459,15.4167,2.7500,1.8333,0.2101,0.1667,0.0000,380.3333,0.0048,0.0449,0.1131,0.0359,0.0107,0.9392,0.0000,12630,39264,3.1088,left-to-right,gorwiki,wikipedia,gor,Gorontalo,gor.wikipedia.org,Gorontalo Wikipedia
313,16008.7500,0.1502,70436.1667,0.1802,0.0045,548.8714,29.1667,10.5833,3.4167,0.2166,0.7500,0.2500,1784.5000,0.0003,0.5222,0.0150,0.1965,0.0106,0.9466,0.0000,7296,73359,10.0547,left-to-right,satwiki,wikipedia,sat,Santali,sat.wikipedia.org,Santali Wikipedia
314,38862.4167,0.3420,85882.5000,0.2793,0.0000,1880.4395,20.6667,4.3333,2.5833,0.0671,0.6667,0.0000,3883.0000,0.0000,0.0026,0.0212,0.1312,0.0264,0.9795,0.0000,9829,285168,29.0129,left-to-right,viwikibooks,wikibooks,vi,Vietnamese,vi.wikibooks.org,Vietnamese Wikibooks
315,13889.3333,0.0579,45208.9167,0.0502,0.0004,648.5292,21.4167,12.0000,0.5000,0.0189,1.8333,0.2857,2504.5833,0.0017,0.0044,0.9642,0.0485,0.0035,0.8550,0.0000,2020,114706,56.7851,left-to-right,szywiki,wikipedia,szy,Sakizaya,szy.wikipedia.org,Sakizaya Wikipedia
316,34254.9167,0.1374,148174.4167,0.0872,0.0023,1505.7106,22.7500,4.8333,1.5833,0.0850,0.5000,0.0000,2010.3333,0.0055,0.0043,0.0132,0.0065,0.0184,0.9782,0.0000,14760,92702,6.2806,left-to-right,oswiki,wikipedia,os,Ossetic,os.wikipedia.org,Ossetic Wikipedia
317,47049.0000,0.7540,177651.8333,0.7246,0.0000,3690.1176,12.7500,3.5000,2.0833,0.1591,0.6667,0.0000,2228.5000,0.0001,0.0154,0.0119,0.0165,0.0133,0.9792,0.0000,3342,94499,28.2762,left-to-right,azwikiquote,wikiquote,az,Azerbaijani,az.wikiquote.org,Azerbaijani Wikiquote
318,38211.1667,0.2258,154727.3333,0.1081,0.0020,1942.9407,19.6667,4.1667,1.5833,0.0645,0.0000,0.0000,162.4167,0.0226,0.1195,0.0918,0.0693,0.0385,0.8530,0.0000,17015,70655,4.1525,left-to-right,bat_smgwiki,wikipedia,bat-smg,Samogitian,bat-smg.wikipedia.org,Samogitian Wikipedia
319,36958.0833,0.3598,186791.1667,0.1606,0.0000,2655.6707,13.9167,4.2500,2.5833,0.0455,0.1667,0.0000,1664.0000,0.0001,0.0037,0.0003,0.0184,0.0040,0.9731,0.0000,145268,289477,1.9927,left-to-right,etwiktionary,wiktionary,et,Estonian,et.wiktionary.org,Estonian Wiktionary
320,32857.4167,0.2282,161154.8333,0.1110,0.0009,1877.5667,17.5000,4.7500,1.8333,0.0909,0.4167,0.2500,870.5000,0.0077,0.0110,0.0057,0.0145,0.0104,0.9575,0.0000,5340,41987,7.8627,left-to-right,frpwiki,wikipedia,frp,Arpitan,frp.wikipedia.org,Arpitan Wikipedia
321,86766.0833,0.7983,197362.2500,0.7772,0.0000,10733.9485,8.0833,1.7500,1.5000,0.3103,0.1667,0.0000,125.0000,0.0000,0.2880,0.0700,0.2960,0.0873,0.8811,0.0000,5362,72848,13.5860,left-to-right,kmwiktionary,wiktionary,km,Khmer,km.wiktionary.org,Khmer Wiktionary
322,32493.3333,0.2086,157272.2500,0.0776,0.0006,1959.3970,16.5833,4.6667,2.5833,0.0654,0.4167,0.5000,319.5833,0.0039,0.0185,0.2587,0.0449,0.0177,0.9051,0.0000,6019,33605,5.5832,left-to-right,fiu_vrowiki,wikipedia,fiu-vro,Võro,fiu-vro.wikipedia.org,Võro Wikipedia
323,66977.5000,0.8644,163977.7500,0.8148,0.0000,6481.6935,10.3333,2.2500,0.6667,0.3247,0.0833,0.0000,172.5833,0.0000,0.2385,0.0739,0.1830,0.0768,0.9129,0.0000,130951,105494,0.8056,left-to-right,mlwiktionary,wiktionary,ml,Malayalam,ml.wiktionary.org,Malayalam Wiktionary
324,15404.1667,0.2623,62912.3333,0.2250,0.0000,730.6324,21.0833,9.7500,3.0833,0.1364,2.7500,0.0323,773.0833,0.2782,0.0269,0.0000,0.0193,0.0216,0.8333,0.0000,9092,96950,10.6632,left-to-right,cawikisource,wikisource,ca,Catalan,ca.wikisource.org,Catalan Wikisource
325,70840.5000,0.4325,147716.8333,0.3886,0.0000,5215.2515,13.5833,2.0833,1.5000,0.0482,0.1667,0.0000,393.8333,0.0000,0.0243,0.1373,0.8034,0.0535,0.9412,0.0000,4302,99044,23.0228,left-to-right,fiwikibooks,wikibooks,fi,Finnish,fi.wikibooks.org,Finnish Wikibooks
326,36027.0000,0.5530,66599.5833,0.4706,0.0000,1334.3333,27.0000,4.0833,3.0000,0.0172,1.7500,0.0000,306.3333,0.0003,0.0827,0.0541,0.0773,0.4127,0.8093,0.0000,976,18629,19.0871,left-to-right,ukwikivoyage,wikivoyage,uk,Ukrainian,uk.wikivoyage.org,Ukrainian Wikivoyage
327,98054.6667,0.5995,182581.5000,0.5648,0.0000,9338.5397,10.5000,1.5000,1.3333,0.1852,0.1667,0.0000,77.4167,0.0000,0.2616,0.0829,0.2454,0.1507,0.7728,0.0000,866,24799,28.6363,left-to-right,trwikibooks,wikibooks,tr,Turkish,tr.wikibooks.org,Turkish Wikibooks
328,34561.7500,0.1210,219752.9167,0.0555,0.0011,1460.3556,23.6667,4.2500,2.6667,0.0809,0.1667,0.0000,690.5000,0.0032,0.0712,0.0354,0.1844,0.0194,0.9392,0.0000,6106,95072,15.5703,left-to-right,cowiki,wikipedia,co,Corsican,co.wikipedia.org,Corsican Wikipedia
329,43134.0000,0.4364,159665.6667,0.2243,0.0063,1829.0035,23.5833,3.3333,3.5000,0.1946,0.5000,0.0000,1135.2500,0.0001,0.0314,0.0126,0.0521,0.0290,0.9620,0.0000,12529,49982,3.9893,left-to-right,acewiki,wikipedia,ace,Achinese,ace.wikipedia.org,Achinese Wikipedia
330,93751.6667,0.8575,316733.9167,0.8370,0.0000,7500.1333,12.5000,1.5000,2.0833,0.3301,0.2500,0.1000,86.8333,0.0000,0.3512,0.0441,0.3714,0.1843,0.8221,0.0000,9381,43338,4.6198,left-to-right,azwikisource,wikisource,az,Azerbaijani,az.wikisource.org,Azerbaijani Wikisource
331,37221.1667,0.2137,133196.8333,0.1091,0.0019,1967.6388,18.9167,3.7500,1.2500,0.0732,0.1667,0.0000,117.0000,0.0000,0.0399,0.0456,0.1695,0.0192,0.8188,0.0000,5287,26770,5.0634,left-to-right,pcdwiki,wikipedia,pcd,Picard,pcd.wikipedia.org,Picard Wikipedia
332,34493.3333,0.2660,146541.3333,0.2261,0.0021,1952.4528,17.6667,3.8333,1.6667,0.0873,0.6667,0.3333,207.3333,0.0060,0.0527,0.3179,0.1113,0.0201,0.8637,0.0000,5161,30189,5.8494,right-to-left,ugwiki,wikipedia,ug,Uyghur,ug.wikipedia.org,Uyghur Wikipedia
333,62527.5833,0.2661,325756.6667,0.0866,0.0017,3678.0931,17.0000,2.0833,2.0833,0.0775,0.0000,0.0000,192.7500,0.0094,0.0571,0.0899,0.3459,0.0657,0.8949,0.0000,7563,96008,12.6944,left-to-right,vlswiki,wikipedia,vls,West Flemish,vls.wikipedia.org,West Flemish Wikipedia
334,46180.0000,0.4860,122535.9167,0.3151,0.0019,2784.7236,16.5833,2.7500,1.7500,0.3902,0.3333,0.0000,7043.2500,0.0979,0.0479,0.0024,0.0022,0.0020,0.9792,0.0000,25090,109886,4.3797,left-to-right,bpywiki,wikipedia,bpy,Bishnupriya,bpy.wikipedia.org,Bishnupriya Wikipedia
335,28044.4167,0.1295,192543.9167,0.0467,0.0010,1390.6322,20.1667,4.5000,1.6667,0.0682,0.1667,0.0000,1199.3333,0.0006,0.0372,0.0124,0.0085,0.0063,0.9677,0.0000,8549,43697,5.1114,left-to-right,iewiki,wikipedia,ie,Interlingue,ie.wikipedia.org,Interlingue Wikipedia
336,50441.7500,0.7523,119376.4167,0.7144,0.0000,3072.5939,16.4167,2.4167,3.1667,0.4965,0.1667,0.0000,162.3333,0.0000,0.1217,0.0041,0.0678,0.0441,0.8778,0.0000,3217,18697,5.8119,left-to-right,azwikibooks,wikibooks,az,Azerbaijani,az.wikibooks.org,Azerbaijani Wikibooks
337,34848.1667,0.1282,186757.0833,0.0527,0.0005,2080.4876,16.7500,3.3333,0.7500,0.0261,0.0000,0.0000,847.3333,0.0008,0.0043,0.0083,0.0098,0.0064,0.9693,0.0000,6689,80599,12.0495,left-to-right,vepwiki,wikipedia,vep,Veps,vep.wikipedia.org,Veps Wikipedia
338,36451.1667,0.1402,188486.2500,0.0563,0.0008,1861.3362,19.5833,3.1667,2.1667,0.0355,0.5000,0.0000,193.7500,0.0047,0.0529,0.1153,0.1200,0.0615,0.8624,0.0000,7786,48107,6.1787,left-to-right,sewiki,wikipedia,se,Northern Sami,se.wikipedia.org,Northern Sami Wikipedia
339,45820.8333,0.2294,246939.4167,0.0771,0.0004,2329.8729,19.6667,2.5000,1.7500,0.1056,0.5833,0.0000,224.0833,0.0247,0.0729,0.0417,0.3414,0.0443,0.8879,0.0000,8849,52755,5.9617,left-to-right,pamwiki,wikipedia,pam,Pampanga,pam.wikipedia.org,Pampanga Wikipedia
340,41570.2500,0.5227,81767.5000,0.3982,0.0000,2519.4091,16.5000,2.7500,3.3333,0.2422,0.6667,0.0000,514.7500,0.3330,0.0643,0.3717,0.0304,0.0751,0.9417,0.0000,1865,27655,14.8284,left-to-right,viwikivoyage,wikivoyage,vi,Vietnamese,vi.wikivoyage.org,Vietnamese Wikivoyage
341,23968.5000,0.0971,188608.5833,0.0722,0.0000,2458.3077,9.7500,4.6667,1.1667,0.1395,0.2500,0.0000,1828.3333,0.0000,0.0067,0.0004,0.0185,0.0018,0.9624,0.0000,307582,1488742,4.8401,left-to-right,iowiktionary,wiktionary,io,Ido,io.wiktionary.org,Ido Wiktionary
342,14413.0000,0.1567,36115.0833,0.1670,0.0000,286.3510,50.3333,7.7500,0.2500,0.0912,2.5000,0.8434,1025.4167,0.0000,0.0520,0.0111,0.1065,0.0202,0.7301,0.0000,739,34537,46.7348,left-to-right,slwikiversity,wikiversity,sl,Slovenian,sl.wikiversity.org,Slovenian Wikiversity
