overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,majority mobile editors,monthly active editors,monthly active administrators,monthly new active editors,second month new editor retention,bot edits,monthly nonbot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,content pages,all time content edits,all time edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
266,134416.6667,0.2004,286893.3333,0.1828,0.0028,5908.4249,22.7500,0.1412,4.5833,2.1667,0.5833,0.1429,0.0444,455.8333,0.2879,0.0545,0.1400,0.0846,0.9265,8595,50187,5.8391,left-to-right,ruewiki,wikipedia,rue,Rusyn,rue.wikipedia.org,Rusyn Wikipedia
267,161035.8333,0.1173,268821.2500,0.1659,0.0022,7698.9243,20.9167,0.1152,3.7500,2.8333,0.4167,0.0000,0.1080,164.4167,0.1308,0.1693,0.2139,0.0745,0.8401,14774,143932,9.7422,left-to-right,napwiki,wikipedia,nap,Neapolitan,nap.wikipedia.org,Neapolitan Wikipedia
268,94065.1667,0.1101,198722.0833,0.1317,0.0015,3399.9458,27.6667,0.0922,6.3333,3.2500,0.9167,0.0000,0.0071,478.0000,0.1715,0.0982,0.2320,0.0364,0.9112,6508,100631,15.4627,left-to-right,cowiki,wikipedia,co,Corsican,co.wikipedia.org,Corsican Wikipedia
269,131780.2500,0.0862,296179.0000,0.0958,0.0007,6589.0125,20.0000,0.1022,4.5000,3.0000,0.3333,0.5000,0.0730,635.7500,0.0454,0.0528,0.0490,0.0139,0.9527,11700,170694,14.5892,left-to-right,wawiki,wikipedia,wa,Walloon,wa.wikipedia.org,Walloon Wikipedia
270,144601.6667,0.1074,250655.1667,0.1279,0.0011,7544.4348,19.1667,0.1308,4.0833,2.4167,0.0833,0.0000,0.1674,294.7500,0.0288,0.0127,0.0351,0.0195,0.9206,17142,74101,4.3228,left-to-right,bat_smgwiki,wikipedia,bat-smg,Samogitian,bat-smg.wikipedia.org,Samogitian Wikipedia
271,59068.5000,0.7429,156628.5000,0.5653,0.0000,1582.1920,37.3333,0.1502,9.7500,3.9167,1.7500,0.0000,0.0052,729.1667,0.0608,0.0063,0.0663,0.0951,0.9022,5422,107221,19.7752,left-to-right,zhwikivoyage,wikivoyage,zh,Chinese,zh.wikivoyage.org,Chinese Wikivoyage
272,195615.7500,0.0396,298053.6667,0.0762,0.0011,10867.5417,18.0000,0.0833,2.9167,2.5833,0.2500,0.0000,0.0658,2841.0000,0.0060,0.0211,0.0076,0.0227,0.9851,7448,139857,18.7778,left-to-right,nahwiki,wikipedia,nah,Nahuatl,nah.wikipedia.org,Nāhuatl Wikipedia
273,138001.1667,0.8750,284073.7500,0.7923,0.0000,4884.9971,28.2500,0.2489,4.0833,2.7500,1.0833,0.0000,0.4141,201.5000,0.1563,0.1882,0.1286,0.0790,0.8162,2819,42110,14.9379,right-to-left,arwikiquote,wikiquote,ar,Arabic,ar.wikiquote.org,Arabic Wikiquote
274,57441.7500,0.4321,190212.0833,0.2808,0.0093,1027.2742,55.9167,0.1373,9.7500,3.1667,1.1667,0.1000,0.0248,1123.8333,0.0935,0.0726,0.0565,0.0178,0.9221,12142,145894,12.0156,left-to-right,zh_classicalwiki,wikipedia,zh-classical,Classical Chinese,zh-classical.wikipedia.org,Classical Chinese Wikipedia
275,134210.5833,0.0886,230263.0833,0.1277,0.0006,7126.2257,18.8333,0.1293,4.1667,2.0833,0.1667,0.0000,0.0091,640.8333,0.0218,0.0527,0.0308,0.0255,0.9516,5664,48200,8.5099,left-to-right,frpwiki,wikipedia,frp,Arpitan,frp.wikipedia.org,Arpitan Wikipedia
276,151095.0833,0.3501,299272.8333,0.4344,0.0000,8593.0853,17.5833,0.0672,3.6667,4.2500,0.2500,0.0185,0.0519,1632.3333,0.0035,0.0011,0.0096,0.0091,0.9800,35979,317267,8.8181,left-to-right,huwikibooks,wikibooks,hu,Hungarian,hu.wikibooks.org,Hungarian Wikibooks
277,150528.8333,0.3185,288050.5000,0.3566,0.0000,10035.2556,15.0000,0.1228,3.6667,1.8333,0.3333,0.0435,0.0000,222.5000,0.0757,0.0300,0.2082,0.0921,0.8923,4594,99100,21.5716,right-to-left,hewikibooks,wikibooks,he,Hebrew,he.wikibooks.org,Hebrew Wikibooks
278,190282.2500,0.0889,297422.5000,0.1229,0.0014,10522.5207,18.0833,0.0671,2.8333,2.3333,0.5833,0.0000,0.1780,253.9167,0.1460,0.0525,0.1369,0.0610,0.9061,7749,98711,12.7385,left-to-right,vlswiki,wikipedia,vls,West Flemish,vls.wikipedia.org,West Flemish Wikipedia
279,127234.0833,0.2726,253087.0833,0.3333,0.0027,6181.4130,20.5833,0.2273,4.1667,2.2500,0.6667,0.1481,0.0182,1098.9167,0.0591,0.3062,0.0304,0.0074,0.9691,10217,74857,7.3267,left-to-right,snwiki,wikipedia,sn,Shona,sn.wikipedia.org,Shona Wikipedia
280,111508.8333,0.1167,228549.9167,0.1368,0.0126,4018.3363,27.7500,0.1324,4.7500,4.0000,0.7500,0.0000,0.0858,306.5000,0.1822,0.0655,0.2292,0.0922,0.8748,3833,47514,12.3960,left-to-right,angwiki,wikipedia,ang,Old English,ang.wikipedia.org,Old English Wikipedia
281,147962.8333,0.0890,254409.0833,0.1090,0.0018,9394.4656,15.7500,0.0811,3.5000,2.4167,0.0833,0.2500,0.0079,1445.5000,0.0031,0.0020,0.0201,0.0088,0.9796,6034,45343,7.5146,left-to-right,gvwiki,wikipedia,gv,Manx,gv.wikipedia.org,Manx Wikipedia
282,53990.5000,0.2711,260000.5833,0.3874,0.0000,2166.8428,24.9167,0.2652,9.5833,2.0833,0.7500,0.0526,0.7041,1923.5000,0.1718,0.0036,0.0672,0.0175,0.9534,740032,511007,0.6905,left-to-right,kuwiktionary,wiktionary,ku,Kurdish,ku.wiktionary.org,Kurdish Wiktionary
283,124776.7500,0.0616,221521.4167,0.0994,0.0005,6481.9091,19.2500,0.0580,4.0833,1.3333,0.1667,0.0000,0.0376,812.8333,0.0110,0.0069,0.0197,0.0165,0.9622,6730,88432,13.1400,left-to-right,vepwiki,wikipedia,vep,Veps,vep.wikipedia.org,Veps Wikipedia
284,359041.0000,0.0207,445189.0833,0.0465,0.0002,42240.1176,8.5000,0.0938,1.4167,1.2500,0.0833,0.0000,0.0324,109.4167,0.0830,0.0906,0.1813,0.0373,0.8945,8539,33656,3.9414,left-to-right,nsowiki,wikipedia,nso,Northern Sotho,nso.wikipedia.org,Northern Sotho Wikipedia
285,147220.0000,0.0947,224102.6667,0.1341,0.0011,9298.1053,15.8333,0.1783,3.3333,2.0833,1.3333,0.1667,0.0691,122.3333,0.1356,0.1642,0.1567,0.0804,0.7748,2805,18695,6.6649,left-to-right,gagwiki,wikipedia,gag,Gagauz,gag.wikipedia.org,Gagauz Wikipedia
286,120046.5833,0.0810,262104.2500,0.0913,0.0008,5649.2510,21.2500,0.0828,4.0833,2.6667,0.2500,0.5000,0.0057,626.5833,0.0213,0.0261,0.0229,0.0140,0.9552,11508,50617,4.3984,left-to-right,iewiki,wikipedia,ie,Interlingue,ie.wikipedia.org,Interlingue Wikipedia
287,99501.1667,0.6647,211004.0833,0.6004,0.0000,5712.9856,17.4167,0.1619,4.9167,2.0000,1.0000,0.1852,0.0367,240.8333,0.0464,0.0170,0.1979,0.0484,0.7821,4361,70528,16.1724,left-to-right,ruwikiversity,wikiversity,ru,Russian,ru.wikiversity.org,Russian Wikiversity
288,100322.7500,0.6510,275939.2500,0.5778,0.0000,4873.9798,20.5833,0.1429,4.8333,3.0000,0.8333,0.0000,0.1035,1040.5833,0.0227,0.0083,0.0513,0.0191,0.9427,34242,164324,4.7989,left-to-right,ptwikisource,wikisource,pt,Portuguese,pt.wikisource.org,Portuguese Wikisource
289,101720.0833,0.0349,162472.3333,0.0705,0.0004,4454.8942,22.8333,0.0271,4.7500,3.7500,3.5833,0.0000,0.0187,328.7500,0.0129,0.0094,0.2679,0.5409,0.7810,2045,14374,7.0289,left-to-right,xalwiki,wikipedia,xal,Kalmyk,xal.wikipedia.org,Kalmyk Wikipedia
290,229736.3333,0.0152,265671.5000,0.0525,0.0000,18882.4384,12.1667,0.0303,2.0833,3.3333,0.0000,0.0000,0.0059,112.1667,0.0208,0.0067,0.1634,0.0253,0.8655,2194,42738,19.4795,left-to-right,cawikibooks,wikibooks,ca,Catalan,ca.wikibooks.org,Catalan Wikibooks
291,116182.7500,0.4635,267756.6667,0.4498,0.0000,8768.5094,13.2500,0.1443,4.0833,2.5000,0.3333,0.0000,0.0378,1080.5833,0.0069,0.0007,0.1887,0.0175,0.9583,156148,258172,1.6534,left-to-right,nowiktionary,wiktionary,no,Norwegian,no.wiktionary.org,Norwegian Bokmål Wiktionary
292,43018.0833,0.9050,169115.9167,0.7442,0.0000,2314.8744,18.5833,0.0968,10.9167,0.9167,0.1667,0.0000,0.0000,2101.9167,0.0062,0.0004,0.0029,0.0050,0.8042,2847,157667,55.3800,left-to-right,aswikisource,wikisource,as,Assamese,as.wikisource.org,Assamese Wikisource
293,62404.6667,0.4793,154214.7500,0.3810,0.0000,2794.2388,22.3333,0.0769,7.5000,2.3333,3.3333,0.0000,0.5197,841.1667,0.0127,0.0026,0.0137,0.0108,0.9402,12950,69809,5.3907,left-to-right,cswikiquote,wikiquote,cs,Czech,cs.wikiquote.org,Czech Wikiquote
294,56751.5000,0.0648,90490.8333,0.1027,0.0028,2670.6588,21.2500,0.1343,8.1667,2.0000,0.5000,0.1034,0.0097,468.0833,0.5434,0.1542,0.0477,0.0158,0.8977,714,8921,12.4944,left-to-right,ffwiki,wikipedia,ff,Fulah,ff.wikipedia.org,Fulah Wikipedia
295,29390.3333,0.7831,177041.1667,0.5281,0.0000,747.2119,39.3333,0.2967,15.5833,0.6667,2.9167,0.0530,0.0030,3017.7500,0.0162,0.0014,0.0079,0.0015,0.9531,19221,335023,17.4301,left-to-right,sawikisource,wikisource,sa,Sanskrit,sa.wikisource.org,Sanskrit Wikisource
296,36667.2500,0.1018,80389.2500,0.1307,0.0011,1145.8516,32.0000,0.0789,12.4167,2.1667,0.5000,0.2105,0.0283,1803.3333,0.1584,0.6244,0.0083,0.0129,0.9244,2633,40465,15.3684,left-to-right,twwiki,wikipedia,tw,Twi,tw.wikipedia.org,Twi Wikipedia
297,160137.4167,0.3559,268109.1667,0.4889,0.0000,13824.8129,11.5833,0.2778,2.8333,2.1667,0.6667,0.0667,0.0000,167.1667,0.1047,0.0234,0.1625,0.0583,0.8288,895,26476,29.5821,left-to-right,trwikibooks,wikibooks,tr,Turkish,tr.wikibooks.org,Turkish Wikibooks
298,55408.0833,0.5622,206595.1667,0.4020,0.0000,1955.5794,28.3333,0.1022,8.1667,6.3333,0.4167,0.0000,0.2490,1792.4167,0.2648,0.0799,0.0086,0.0085,0.9624,28148,163533,5.8098,left-to-right,ptwikinews,wikinews,pt,Portuguese,pt.wikinews.org,Portuguese Wikinews
299,98436.5833,0.2573,196722.0833,0.3533,0.0073,3714.5881,26.5000,0.2166,4.5833,3.6667,1.5833,0.0000,0.2240,269.6667,0.4676,0.0998,0.1598,0.0383,0.8634,10823,34787,3.2142,left-to-right,zuwiki,wikipedia,zu,Zulu,zu.wikipedia.org,Zulu Wikipedia
300,164823.8333,0.7770,419344.0833,0.7569,0.0000,15452.2344,10.6667,0.2368,2.6667,1.5000,0.5000,0.0357,0.0019,269.5000,0.1206,0.0133,0.1586,0.1280,0.9127,12887,69672,5.4064,left-to-right,rowikisource,wikisource,ro,Romanian,ro.wikisource.org,Romanian Wikisource
301,54645.5000,0.8739,221129.7500,0.7667,0.0000,4022.9816,13.5833,0.1304,7.8333,0.5000,0.3333,0.4286,0.0006,2141.0833,0.0487,0.0006,0.0065,0.0029,0.9200,17829,334781,18.7773,left-to-right,tewikisource,wikisource,te,Telugu,te.wikisource.org,Telugu Wikisource
302,115894.5833,0.7246,262194.3333,0.6719,0.0000,4266.0583,27.1667,0.2834,3.6667,2.7500,0.5833,0.0000,0.2691,802.0000,0.6241,0.0106,0.0452,0.0382,0.9457,67536,179292,2.6548,right-to-left,arwiktionary,wiktionary,ar,Arabic,ar.wiktionary.org,Arabic Wiktionary
303,126244.9167,0.0639,253139.1667,0.0716,0.0005,7079.1542,17.8333,0.0844,3.3333,2.5000,0.5000,0.0000,0.0111,588.9167,0.0173,0.0333,0.0395,0.0416,0.9421,3364,42092,12.5125,left-to-right,extwiki,wikipedia,ext,Extremaduran,ext.wikipedia.org,Extremaduran Wikipedia
304,88494.6667,0.8365,267800.7500,0.7370,0.0000,7866.1926,11.2500,0.2143,4.7500,1.7500,0.3333,0.0000,0.0003,2276.7500,0.0161,0.0013,0.0160,0.0174,0.9652,42107,107387,2.5503,left-to-right,srwikisource,wikisource,sr,Serbian,sr.wikisource.org,Serbian Wikisource
305,66490.1667,0.6244,318701.2500,0.5973,0.0000,4408.1878,15.0833,0.0521,6.2500,1.4167,1.0000,0.0000,0.0019,535.6667,0.0272,0.0034,0.0395,0.0188,0.8859,15502,84929,5.4786,left-to-right,elwikisource,wikisource,el,Greek,el.wikisource.org,Greek Wikisource
306,53935.8333,0.2600,119344.2500,0.2615,0.0000,3126.7150,17.2500,0.0431,7.5833,1.2500,2.2500,0.0500,0.0017,1754.4167,0.0022,0.0002,0.0081,0.0051,0.9647,10947,81775,7.4701,left-to-right,etwikiquote,wikiquote,et,Estonian,et.wikiquote.org,Estonian Wikiquote
307,101721.8333,0.0676,135121.8333,0.1264,0.0000,8781.7410,11.5833,0.0317,4.0000,2.2500,0.0833,0.0000,0.0117,246.3333,0.0095,0.0061,0.0555,0.0213,0.8969,1461,30948,21.1828,left-to-right,cswikibooks,wikibooks,cs,Czech,cs.wikibooks.org,Czech Wikibooks
308,54587.1667,0.5043,174811.5833,0.3407,0.0000,2015.5262,27.0833,0.1180,7.4167,3.5833,0.5833,0.0323,0.0572,405.3333,0.1883,0.0080,0.1791,0.1266,0.8786,11606,114100,9.8311,left-to-right,itwikinews,wikinews,it,Italian,it.wikinews.org,Italian Wikinews
309,178812.9167,0.0849,283946.3333,0.1353,0.0004,9709.2986,18.4167,0.0755,2.2500,2.9167,0.5833,0.0000,0.0343,91.5833,0.1083,0.1056,0.3494,0.1146,0.7749,8856,53737,6.0679,left-to-right,pamwiki,wikipedia,pam,Pampanga,pam.wikipedia.org,Pampanga Wikipedia
310,40610.3333,0.5613,174032.2500,0.2751,0.0014,1249.5487,32.5000,0.0905,9.5833,2.1667,1.0000,0.0968,0.0236,746.9167,0.0573,0.6914,0.0289,0.0152,0.9278,10464,151268,14.4560,left-to-right,hywwiki,wikipedia,hyw,Western Armenian,hyw.wikipedia.org,Western Armenian Wikipedia
311,37219.2500,0.8606,156120.0833,0.5757,0.0000,2106.7500,17.6667,0.0789,10.1667,1.5833,0.3333,0.2000,0.0002,1457.0000,0.0031,0.0010,0.0027,0.0063,0.8225,5409,403842,74.6611,left-to-right,hiwikisource,wikisource,hi,Hindi,hi.wikisource.org,Hindi Wikisource
312,140304.5000,0.0510,232734.7500,0.0878,0.0005,7979.4028,17.5833,0.0687,2.6667,2.8333,0.3333,0.0000,0.2114,145.1667,0.0586,0.0373,0.0930,0.0413,0.8675,7814,49266,6.3048,left-to-right,sewiki,wikipedia,se,Northern Sami,se.wikipedia.org,Northern Sami Wikipedia
313,147313.5000,0.0939,183323.7500,0.1425,0.0000,8417.9143,17.5000,0.0068,2.5000,6.8333,0.3333,0.0000,0.0017,198.1667,0.0185,0.0004,0.0971,0.0168,0.9104,1187,32793,27.6268,left-to-right,svwikibooks,wikibooks,sv,Swedish,sv.wikibooks.org,Swedish Wikibooks
314,171737.5000,0.9379,410326.9167,0.9243,0.0000,17765.9483,9.6667,0.3692,2.0833,1.3333,0.0000,0.1176,0.0013,199.0833,0.2080,0.0297,0.1540,0.0427,0.8835,1134,41491,36.5882,left-to-right,hiwikibooks,wikibooks,hi,Hindi,hi.wikibooks.org,Hindi Wikibooks
315,112586.4167,0.0519,182248.6667,0.1174,0.0016,9934.0956,11.3333,0.1486,3.1667,1.0000,0.0000,0.1111,0.0556,508.5000,0.0113,0.0092,0.0170,0.0129,0.9417,12514,36584,2.9234,left-to-right,shnwiki,wikipedia,shn,Shan,shn.wikipedia.org,Shan Wikipedia
316,45536.7500,0.3752,184331.6667,0.2708,0.0122,1488.9401,30.5833,0.2910,7.6667,2.5000,1.5000,0.0556,0.0135,583.9167,0.3085,0.3475,0.0819,0.1287,0.9062,15336,134083,8.7430,right-to-left,sdwiki,wikipedia,sd,Sindhi,sd.wikipedia.org,Sindhi Wikipedia
317,118161.4167,0.0625,192378.3333,0.0929,0.0013,6950.6716,17.0000,0.0781,2.9167,2.0000,0.1667,0.0000,0.0902,99.1667,0.1958,0.0429,0.1756,0.0496,0.8194,4191,29784,7.1067,left-to-right,lfnwiki,wikipedia,lfn,Lingua Franca Nova,lfn.wikipedia.org,Lingua Franca Nova Wikipedia
318,140232.0833,0.0443,215893.5833,0.0779,0.0008,7649.0227,18.3333,0.0966,2.4167,3.1667,0.2500,0.0000,0.0815,170.0000,0.1495,0.2623,0.2142,0.0417,0.8739,3804,29056,7.6383,left-to-right,furwiki,wikipedia,fur,Friulian,fur.wikipedia.org,Friulian Wikipedia
319,130805.5833,0.0766,245468.5000,0.1000,0.0008,7619.7427,17.1667,0.0815,2.5833,2.3333,0.1667,0.0000,0.0674,252.5000,0.0558,0.0409,0.0974,0.0667,0.9126,10029,44239,4.4111,left-to-right,hakwiki,wikipedia,hak,Hakka Chinese,hak.wikipedia.org,Hakka Chinese Wikipedia
320,70150.3333,0.7475,180690.0000,0.7303,0.0000,3188.6515,22.0000,0.3333,4.7500,2.4167,0.4167,0.0556,0.0002,4714.6667,0.0221,0.0056,0.0056,0.0098,0.9810,40178,98969,2.4633,left-to-right,bnwiktionary,wiktionary,bn,Bangla,bn.wiktionary.org,Bengali Wiktionary
321,64411.3333,0.8858,209564.0833,0.7998,0.0000,4923.1592,13.0833,0.1000,5.1667,0.3333,2.5833,0.0000,0.0024,316.7500,0.1123,0.0079,0.1834,0.0179,0.8582,20223,103684,5.1270,left-to-right,mlwikisource,wikisource,ml,Malayalam,ml.wikisource.org,Malayalam Wikisource
322,99549.9167,0.0920,192874.7500,0.1199,0.0008,5193.9087,19.1667,0.0407,3.3333,1.5833,0.3333,0.2500,0.4355,242.0000,0.0189,0.0957,0.0995,0.0362,0.8928,10675,67951,6.3654,left-to-right,mhrwiki,wikipedia,mhr,Eastern Mari,mhr.wikipedia.org,Eastern Mari Wikipedia
323,84959.5833,0.0585,153224.9167,0.1157,0.0009,5097.5750,16.6667,0.0734,3.8333,1.0000,0.5000,0.0000,0.0001,6959.8333,0.0195,0.0003,0.0032,0.0014,0.9877,86894,112385,1.2934,left-to-right,lldwiki,wikipedia,lld,Ladin,lld.wikipedia.org,Ladin Wikipedia
324,49908.9167,0.6559,619624.7500,0.1381,0.0000,2138.9536,23.3333,0.1371,6.5000,3.8333,0.1667,0.0000,0.6136,441.5833,0.2068,0.0489,0.0179,0.0287,0.8892,16264,60953,3.7477,left-to-right,zhwikinews,wikinews,zh,Chinese,zh.wikinews.org,Chinese Wikinews
325,50482.5833,0.3624,233128.5833,0.2525,0.0000,1302.7763,38.7500,0.0777,6.4167,5.1667,0.6667,0.0267,0.4305,483.4167,0.0328,0.1672,0.0409,0.0279,0.8991,23420,165544,7.0685,left-to-right,frwikinews,wikinews,fr,French,fr.wikinews.org,French Wikinews
326,45144.4167,0.4885,142281.8333,0.3906,0.0000,2555.3443,17.6667,0.0619,7.1667,1.9167,0.0833,0.0000,0.1787,752.3333,0.0078,0.0009,0.0111,0.0163,0.9206,55509,164848,2.9698,left-to-right,cswikisource,wikisource,cs,Czech,cs.wikisource.org,Czech Wikisource
327,142201.6667,0.7369,272113.5000,0.7346,0.0000,10468.8344,13.5833,0.2333,2.2500,1.6667,0.1667,0.0000,0.0030,166.9167,0.1063,0.0315,0.1023,0.0859,0.8514,1576,27013,17.1402,left-to-right,thwikibooks,wikibooks,th,Thai,th.wikibooks.org,Thai Wikibooks
328,91325.6667,0.2509,183975.8333,0.2446,0.0042,3985.1200,22.9167,0.1978,3.5000,3.0833,0.4167,0.0000,0.7717,155.5000,0.1988,0.0890,0.1827,0.1238,0.8218,12726,51517,4.0482,left-to-right,acewiki,wikipedia,ace,Achinese,ace.wikipedia.org,Achinese Wikipedia
329,69663.0833,0.8068,164895.3333,0.7716,0.0000,3039.8436,22.9167,0.2848,4.5833,1.5833,0.6667,0.0667,0.0042,496.0833,0.2691,0.1166,0.0430,0.0477,0.9173,3293,67072,20.3681,right-to-left,fawikibooks,wikibooks,fa,Persian,fa.wikibooks.org,Persian Wikibooks
330,30289.2500,0.5856,146371.0000,0.3322,0.0000,1132.3084,26.7500,0.0167,10.5000,4.7500,0.5000,0.0000,0.0000,3040.4167,0.0161,0.0001,0.0108,0.0045,0.9539,25746,299362,11.6275,left-to-right,svwikisource,wikisource,sv,Swedish,sv.wikisource.org,Swedish Wikisource
331,218659.3333,0.1360,311446.2500,0.1932,0.0003,16097.6196,13.5833,0.1552,1.4167,1.8333,0.1667,0.0000,0.0179,114.3333,0.3827,0.0583,0.1757,0.0598,0.8072,13749,28886,2.1010,left-to-right,map_bmswiki,wikipedia,map-bms,Banyumasan,map-bms.wikipedia.org,Basa Banyumasan Wikipedia
332,118699.7500,0.8028,293202.6667,0.8056,0.0000,14102.9406,8.4167,0.3191,2.5833,1.2500,0.0000,0.0000,0.0086,258.5833,0.5582,0.0145,0.0802,0.0996,0.8890,5789,74744,12.9114,left-to-right,kmwiktionary,wiktionary,km,Khmer,km.wiktionary.org,Khmer Wiktionary
333,118935.8333,0.0628,190243.5833,0.0891,0.0015,8445.1479,14.0833,0.0638,2.5000,1.9167,0.0833,0.0000,0.0088,1047.4167,0.0145,0.0134,0.0091,0.0296,0.9729,3082,33856,10.9851,left-to-right,papwiki,wikipedia,pap,Papiamento,pap.wikipedia.org,Papiamento Wikipedia
334,147819.4167,0.0423,229590.5833,0.0723,0.0005,12853.8623,11.5000,0.0510,2.0000,1.6667,0.5000,0.0000,0.0147,1270.3333,0.0050,0.0034,0.0105,0.1596,0.9771,5640,46841,8.3051,left-to-right,zeawiki,wikipedia,zea,Zeelandic,zea.wikipedia.org,Zeelandic Wikipedia
335,146071.5833,0.0276,250995.9167,0.0500,0.0004,13911.5794,10.5000,0.0811,2.0000,1.0833,0.1667,0.0000,0.0329,164.3333,0.0289,0.0401,0.0624,0.0264,0.8998,4058,22254,5.4840,left-to-right,olowiki,wikipedia,olo,Livvi-Karelian,olo.wikipedia.org,Livvi-Karelian Wikipedia
336,40429.8333,0.4813,193314.0000,0.3416,0.0208,503.7985,80.2500,0.1936,7.1667,2.4167,1.2500,0.0612,0.0220,715.4167,0.1190,0.1237,0.0440,0.0267,0.8581,11826,205663,17.3907,left-to-right,sawiki,wikipedia,sa,Sanskrit,sa.wikipedia.org,Sanskrit Wikipedia
337,66229.0000,0.0374,140263.9167,0.1400,0.0000,7159.8919,9.2500,0.0889,4.3333,1.0833,0.0000,0.0000,0.0008,1530.6667,0.0036,0.0001,0.0160,0.0012,0.9645,310259,1508612,4.8624,left-to-right,iowiktionary,wiktionary,io,Ido,io.wiktionary.org,Ido Wiktionary
338,95428.9167,0.0594,186874.8333,0.0826,0.0010,3921.7363,24.3333,0.0796,3.0000,2.5833,0.4167,0.0526,0.5108,334.1667,0.0192,0.5686,0.0584,0.0237,0.9171,7784,26746,3.4360,left-to-right,miwiki,wikipedia,mi,Maori,mi.wikipedia.org,Maori Wikipedia
339,32618.8333,0.3141,132166.0000,0.2602,0.0000,1672.7607,19.5000,0.0435,8.5000,0.4167,0.5000,0.2500,0.0408,1268.3333,0.0065,0.0002,0.0306,0.0074,0.8958,15599,135945,8.7150,left-to-right,lawikisource,wikisource,la,Latin,la.wikisource.org,Latin Wikisource
340,67174.8333,0.2490,146803.1667,0.2958,0.0000,4856.0120,13.8333,0.0824,4.0000,2.4167,0.0000,0.0312,0.0015,1698.1667,0.0037,0.0006,0.0232,0.0051,0.9690,151444,312643,2.0644,left-to-right,etwiktionary,wiktionary,et,Estonian,et.wiktionary.org,Estonian Wiktionary
341,39933.0000,0.0474,63511.9167,0.0793,0.0001,2994.9750,13.3333,0.0145,6.5000,1.6667,0.2500,0.0000,0.0000,774.0000,0.0036,0.7856,0.0457,0.0055,0.9042,1121,90652,80.8671,left-to-right,trvwiki,wikipedia,trv,Taroko,trv.wikipedia.org,Seediq Wikipedia
342,148055.6667,0.9212,346464.8333,0.8839,0.0005,10638.7305,13.9167,0.1250,1.7500,3.8333,0.3333,0.0000,0.0044,150.1667,0.0638,0.1426,0.0966,0.0844,0.8696,610,12245,20.0738,left-to-right,akwiki,wikipedia,ak,Akan,ak.wikipedia.org,Akan Wikipedia
343,71945.2500,0.1172,195477.0833,0.1386,0.0038,4316.7150,16.6667,0.1695,3.5833,2.5000,0.3333,0.5714,0.0063,434.1667,0.0303,0.0131,0.0282,0.0230,0.9474,6033,43191,7.1591,left-to-right,abwiki,wikipedia,ab,Abkhazian,ab.wikipedia.org,Abkhazian Wikipedia
344,80583.1667,0.8673,281541.3333,0.8396,0.0000,5171.1123,15.5833,0.2773,3.1667,2.8333,0.6667,0.0238,0.0000,217.8333,0.2395,0.0754,0.2230,0.0513,0.8780,9788,45330,4.6312,left-to-right,azwikisource,wikisource,az,Azerbaijani,az.wikisource.org,Azerbaijani Wikisource
345,67684.9167,0.7900,150371.0833,0.7452,0.0000,3642.2377,18.5833,0.2123,3.5833,4.5000,1.1667,0.0000,0.0014,115.8333,0.3489,0.0504,0.2712,0.0799,0.7955,1687,18036,10.6912,left-to-right,idwikiquote,wikiquote,id,Indonesian,id.wikiquote.org,Indonesian Wikiquote
346,107093.5833,0.0720,188920.5000,0.1029,0.0007,6984.3641,15.3333,0.0744,2.2500,1.6667,0.1667,0.0000,0.2211,83.6667,0.0837,0.0428,0.1195,0.0378,0.7998,3333,30941,9.2832,left-to-right,dsbwiki,wikipedia,dsb,Lower Sorbian,dsb.wikipedia.org,Lower Sorbian Wikipedia
347,53682.1667,0.2502,198622.7500,0.1753,0.0014,2112.0852,25.4167,0.1000,4.4167,1.7500,0.0833,0.0000,0.0028,1536.8333,0.0106,0.0095,0.0101,0.0097,0.9777,16634,108460,6.5204,left-to-right,oswiki,wikipedia,os,Ossetic,os.wikipedia.org,Ossetic Wikipedia
348,20333.2500,0.3178,81740.0833,0.2774,0.0048,633.7636,32.0833,0.2056,11.5833,2.6667,1.9167,0.2000,0.0000,1626.8333,0.2658,0.0342,0.0445,0.0182,0.9359,7971,90436,11.3456,left-to-right,satwiki,wikipedia,sat,Santali,sat.wikipedia.org,Santali Wikipedia
349,79531.1667,0.1084,156379.1667,0.1318,0.0011,4795.8492,16.5833,0.2481,2.9167,2.3333,0.5833,0.1111,0.0070,82.6667,0.3296,0.2167,0.2611,0.1341,0.7735,3311,24920,7.5264,left-to-right,lnwiki,wikipedia,ln,Lingala,ln.wikipedia.org,Lingala Wikipedia
350,74889.5000,0.7232,177917.5000,0.4588,0.0000,2674.6250,28.0000,0.3234,3.0833,5.4167,1.2500,0.0137,0.1461,274.7500,0.1641,0.0030,0.2117,0.1419,0.8319,1163,44928,38.6311,left-to-right,jawikinews,wikinews,ja,Japanese,ja.wikinews.org,Japanese Wikinews
351,67243.7500,0.1624,138869.3333,0.1842,0.0016,3860.8852,17.4167,0.0462,3.4167,2.3333,0.1667,0.0000,0.0117,134.1667,0.0342,0.0671,0.1180,0.0354,0.8457,5490,28027,5.1051,left-to-right,pcdwiki,wikipedia,pcd,Picard,pcd.wikipedia.org,Picard Wikipedia
